state,candidate,party,votes
Kansas,Jorgensen,LIB,161
Kansas,Trump,REP,2949
Kansas,Biden,DEM,678
Kansas,Jorgensen,LIB,47
Kansas,Biden,DEM,39436
Kansas,Trump,REP,16737
Kansas,Jorgensen,LIB,1367
Kansas,Trump,REP,1127
Kansas,Biden,DEM,267
Kansas,Jorgensen,LIB,19
Kansas,Trump,REP,1130
Kansas,Biden,DEM,191
Kansas,Jorgensen,LIB,26
Kansas,Trump,REP,9569
Kansas,Biden,DEM,3633
Kansas,Jorgensen,LIB,299
Kansas,Trump,REP,2106
Kansas,Biden,DEM,646
Kansas,Jorgensen,LIB,54
Kansas,Trump,REP,7079
Kansas,Biden,DEM,4155
Kansas,Jorgensen,LIB,232
Kansas,Trump,REP,5763
Kansas,Biden,DEM,2926
Kansas,Jorgensen,LIB,161
Kansas,Trump,REP,8326
Kansas,Biden,DEM,3623
Kansas,Jorgensen,LIB,298
Kansas,Trump,REP,5193
Kansas,Biden,DEM,3825
Kansas,Jorgensen,LIB,293
Kansas,Trump,REP,1256
Kansas,Biden,DEM,163
Kansas,Jorgensen,LIB,14
Kansas,Trump,REP,1052
Kansas,Biden,DEM,222
Kansas,Jorgensen,LIB,28
Kansas,Trump,REP,1910
Kansas,Biden,DEM,497
Kansas,Jorgensen,LIB,45
Kansas,Trump,REP,1871
Kansas,Biden,DEM,337
Kansas,Jorgensen,LIB,32
Kansas,Trump,REP,537
Kansas,Biden,DEM,76
Kansas,Jorgensen,LIB,14
Kansas,Trump,REP,2404
Kansas,Biden,DEM,562
Kansas,Jorgensen,LIB,64
Kansas,Trump,REP,684
Kansas,Biden,DEM,134
Kansas,Jorgensen,LIB,19
Kansas,Trump,REP,2128
Kansas,Biden,DEM,453
Kansas,Jorgensen,LIB,45
Kansas,Trump,REP,10015
Kansas,Biden,DEM,6652
Kansas,Jorgensen,LIB,367
Kansas,Trump,REP,1103
Kansas,Biden,DEM,261
Kansas,Jorgensen,LIB,19
Kansas,Trump,REP,866
Kansas,Biden,DEM,151
Kansas,Jorgensen,LIB,16
Kansas,Trump,REP,4435
Kansas,Biden,DEM,1852
Kansas,Jorgensen,LIB,181
Kansas,Trump,REP,6167
Kansas,Biden,DEM,3097
Kansas,Jorgensen,LIB,244
Kansas,Trump,REP,1369
Kansas,Biden,DEM,211
Kansas,Jorgensen,LIB,28
Kansas,Biden,DEM,177925
Kansas,Trump,REP,151280
Kansas,Jorgensen,LIB,7072
Kansas,Trump,REP,1134
Kansas,Biden,DEM,255
Kansas,Jorgensen,LIB,24
Kansas,Trump,REP,3098
Kansas,Biden,DEM,742
Kansas,Jorgensen,LIB,63
Kansas,Trump,REP,957
Kansas,Biden,DEM,153
Kansas,Jorgensen,LIB,29
Kansas,Trump,REP,5639
Kansas,Biden,DEM,2607
Kansas,Jorgensen,LIB,168
Kansas,Trump,REP,757
Kansas,Biden,DEM,114
Kansas,Jorgensen,LIB,17
Kansas,Trump,REP,21378
Kansas,Biden,DEM,13753
Kansas,Jorgensen,LIB,984
Kansas,Trump,REP,1273
Kansas,Biden,DEM,266
Kansas,Jorgensen,LIB,31
Kansas,Trump,REP,3940
Kansas,Biden,DEM,863
Kansas,Jorgensen,LIB,100
Kansas,Trump,REP,1231
Kansas,Biden,DEM,185
Kansas,Jorgensen,LIB,21
Kansas,Trump,REP,7381
Kansas,Biden,DEM,5878
Kansas,Jorgensen,LIB,363
Kansas,Trump,REP,9562
Kansas,Biden,DEM,3977
Kansas,Jorgensen,LIB,329
Kansas,Trump,REP,4377
Kansas,Biden,DEM,1463
Kansas,Jorgensen,LIB,129
Kansas,Trump,REP,3662
Kansas,Biden,DEM,1239
Kansas,Jorgensen,LIB,122
Kansas,Trump,REP,1508
Kansas,Biden,DEM,261
Kansas,Jorgensen,LIB,38
Kansas,Trump,REP,12116
Kansas,Biden,DEM,5133
Kansas,Jorgensen,LIB,375
Kansas,Trump,REP,2454
Kansas,Biden,DEM,547
Kansas,Jorgensen,LIB,38
Kansas,Trump,REP,9768
Kansas,Biden,DEM,3147
Kansas,Jorgensen,LIB,262
Kansas,Trump,REP,2085
Kansas,Biden,DEM,721
Kansas,Jorgensen,LIB,43
Kansas,Trump,REP,1004
Kansas,Biden,DEM,147
Kansas,Jorgensen,LIB,12
Kansas,Trump,REP,4612
Kansas,Biden,DEM,920
Kansas,Jorgensen,LIB,93
Kansas,Trump,REP,4795
Kansas,Biden,DEM,1727
Kansas,Jorgensen,LIB,107
Kansas,Trump,REP,1315
Kansas,Biden,DEM,147
Kansas,Jorgensen,LIB,25
Kansas,Trump,REP,1975
Kansas,Biden,DEM,360
Kansas,Jorgensen,LIB,43
Kansas,Trump,REP,5589
Kansas,Biden,DEM,2091
Kansas,Jorgensen,LIB,188
Kansas,Trump,REP,1590
Kansas,Biden,DEM,275
Kansas,Jorgensen,LIB,34
Kansas,Trump,REP,2581
Kansas,Biden,DEM,504
Kansas,Jorgensen,LIB,74
Kansas,Trump,REP,2028
Kansas,Biden,DEM,635
Kansas,Jorgensen,LIB,49
Kansas,Trump,REP,2855
Kansas,Biden,DEM,373
Kansas,Jorgensen,LIB,50
Kansas,Trump,REP,9247
Kansas,Biden,DEM,3257
Kansas,Jorgensen,LIB,311
Kansas,Trump,REP,3087
Kansas,Biden,DEM,924
Kansas,Jorgensen,LIB,96
Kansas,Trump,REP,1253
Kansas,Biden,DEM,214
Kansas,Jorgensen,LIB,29
Kansas,Trump,REP,17892
Kansas,Biden,DEM,8563
Kansas,Jorgensen,LIB,577
Kansas,Trump,REP,2172
Kansas,Biden,DEM,420
Kansas,Jorgensen,LIB,51
Kansas,Trump,REP,3187
Kansas,Biden,DEM,953
Kansas,Jorgensen,LIB,90
Kansas,Biden,DEM,11940
Kansas,Trump,REP,11174
Kansas,Jorgensen,LIB,741
Kansas,Trump,REP,2294
Kansas,Biden,DEM,332
Kansas,Jorgensen,LIB,35
Kansas,Trump,REP,1425
Kansas,Biden,DEM,291
Kansas,Jorgensen,LIB,32
Kansas,Trump,REP,2765
Kansas,Biden,DEM,591
Kansas,Jorgensen,LIB,73
Kansas,Trump,REP,15313
Kansas,Biden,DEM,8022
Kansas,Jorgensen,LIB,576
Kansas,Trump,REP,1991
Kansas,Biden,DEM,290
Kansas,Jorgensen,LIB,41
Kansas,Trump,REP,117653
Kansas,Biden,DEM,90820
Kansas,Jorgensen,LIB,5079
Kansas,Trump,REP,3285
Kansas,Biden,DEM,1736
Kansas,Jorgensen,LIB,78
Kansas,Biden,DEM,42032
Kansas,Trump,REP,39890
Kansas,Jorgensen,LIB,2139
Kansas,Trump,REP,1237
Kansas,Biden,DEM,144
Kansas,Jorgensen,LIB,16
Kansas,Trump,REP,2220
Kansas,Biden,DEM,385
Kansas,Jorgensen,LIB,59
Kansas,Trump,REP,1734
Kansas,Biden,DEM,328
Kansas,Jorgensen,LIB,30
Kansas,Trump,REP,1631
Kansas,Biden,DEM,355
Kansas,Jorgensen,LIB,31
Kansas,Trump,REP,607
Kansas,Biden,DEM,147
Kansas,Jorgensen,LIB,13
Kansas,Trump,REP,1731
Kansas,Biden,DEM,233
Kansas,Jorgensen,LIB,33
Kansas,Trump,REP,7998
Kansas,Biden,DEM,2551
Kansas,Jorgensen,LIB,230
Kansas,Trump,REP,4686
Kansas,Biden,DEM,642
Kansas,Jorgensen,LIB,82
Kansas,Trump,REP,1341
Kansas,Biden,DEM,238
Kansas,Jorgensen,LIB,24
Kansas,Trump,REP,2813
Kansas,Biden,DEM,956
Kansas,Jorgensen,LIB,92
Kansas,Trump,REP,762
Kansas,Biden,DEM,44
Kansas,Jorgensen,LIB,11
Kansas,Trump,REP,2332
Kansas,Biden,DEM,467
Kansas,Jorgensen,LIB,44
Kansas,Trump,REP,803
Kansas,Biden,DEM,147
Kansas,Jorgensen,LIB,11
Kansas,Trump,REP,3111
Kansas,Biden,DEM,711
Kansas,Jorgensen,LIB,77
Kansas,Trump,REP,1189
Kansas,Biden,DEM,283
Kansas,Jorgensen,LIB,23
Kansas,Biden,DEM,35566
Kansas,Trump,REP,18512
Kansas,Jorgensen,LIB,1029
Kentucky,Trump,REP,7275
Kentucky,Biden,DEM,1391
Kentucky,Jorgensen,LIB,60
Kentucky,Kanye West,IND,25
Kentucky,Trump,REP,12706
Kentucky,Biden,DEM,3031
Kentucky,Jorgensen,LIB,152
Kentucky,Kanye West,IND,37
Kentucky,Trump,REP,9651
Kentucky,Biden,DEM,3339
Kentucky,Jorgensen,LIB,183
Kentucky,Kanye West,IND,34
Kentucky,Trump,REP,3356
Kentucky,Biden,DEM,825
Kentucky,Jorgensen,LIB,32
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,14646
Kentucky,Biden,DEM,5115
Kentucky,Jorgensen,LIB,201
Kentucky,Kanye West,IND,51
Kentucky,Trump,REP,3986
Kentucky,Biden,DEM,1573
Kentucky,Jorgensen,LIB,44
Kentucky,Kanye West,IND,12
Kentucky,Trump,REP,8140
Kentucky,Biden,DEM,1789
Kentucky,Jorgensen,LIB,78
Kentucky,Kanye West,IND,30
Kentucky,Trump,REP,44811
Kentucky,Biden,DEM,20897
Kentucky,Jorgensen,LIB,981
Kentucky,Kanye West,IND,171
Kentucky,Trump,REP,6190
Kentucky,Biden,DEM,3296
Kentucky,Jorgensen,LIB,106
Kentucky,Kanye West,IND,31
Kentucky,Trump,REP,14295
Kentucky,Biden,DEM,7083
Kentucky,Jorgensen,LIB,287
Kentucky,Kanye West,IND,55
Kentucky,Trump,REP,8872
Kentucky,Biden,DEM,5298
Kentucky,Jorgensen,LIB,210
Kentucky,Kanye West,IND,63
Kentucky,Trump,REP,3397
Kentucky,Biden,DEM,799
Kentucky,Jorgensen,LIB,27
Kentucky,Kanye West,IND,11
Kentucky,Trump,REP,4265
Kentucky,Biden,DEM,1301
Kentucky,Jorgensen,LIB,52
Kentucky,Kanye West,IND,31
Kentucky,Trump,REP,7699
Kentucky,Biden,DEM,2350
Kentucky,Jorgensen,LIB,102
Kentucky,Kanye West,IND,24
Kentucky,Trump,REP,30708
Kentucky,Biden,DEM,10551
Kentucky,Jorgensen,LIB,563
Kentucky,Kanye West,IND,87
Kentucky,Trump,REP,4960
Kentucky,Biden,DEM,1078
Kentucky,Jorgensen,LIB,63
Kentucky,Kanye West,IND,8
Kentucky,Trump,REP,4905
Kentucky,Biden,DEM,1432
Kentucky,Jorgensen,LIB,58
Kentucky,Kanye West,IND,22
Kentucky,Trump,REP,11351
Kentucky,Biden,DEM,5794
Kentucky,Jorgensen,LIB,227
Kentucky,Kanye West,IND,44
Kentucky,Trump,REP,28482
Kentucky,Biden,DEM,19373
Kentucky,Jorgensen,LIB,763
Kentucky,Kanye West,IND,133
Kentucky,Trump,REP,2159
Kentucky,Biden,DEM,463
Kentucky,Jorgensen,LIB,15
Kentucky,Kanye West,IND,1
Kentucky,Trump,REP,5490
Kentucky,Biden,DEM,2146
Kentucky,Jorgensen,LIB,40
Kentucky,Kanye West,IND,4
Kentucky,Trump,REP,8775
Kentucky,Biden,DEM,2642
Kentucky,Jorgensen,LIB,107
Kentucky,Kanye West,IND,45
Kentucky,Trump,REP,6186
Kentucky,Biden,DEM,960
Kentucky,Jorgensen,LIB,61
Kentucky,Kanye West,IND,15
Kentucky,Trump,REP,15080
Kentucky,Biden,DEM,8296
Kentucky,Jorgensen,LIB,348
Kentucky,Kanye West,IND,95
Kentucky,Trump,REP,17595
Kentucky,Biden,DEM,8665
Kentucky,Jorgensen,LIB,226
Kentucky,Kanye West,IND,53
Kentucky,Trump,REP,6003
Kentucky,Biden,DEM,430
Kentucky,Jorgensen,LIB,28
Kentucky,Kanye West,IND,22
Kentucky,Trump,REP,4280
Kentucky,Biden,DEM,603
Kentucky,Jorgensen,LIB,30
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,3451
Kentucky,Biden,DEM,731
Kentucky,Jorgensen,LIB,47
Kentucky,Kanye West,IND,7
Kentucky,Trump,REP,2769
Kentucky,Biden,DEM,508
Kentucky,Jorgensen,LIB,21
Kentucky,Kanye West,IND,7
Kentucky,Trump,REP,31023
Kentucky,Biden,DEM,17283
Kentucky,Jorgensen,LIB,670
Kentucky,Kanye West,IND,168
Kentucky,Trump,REP,4828
Kentucky,Biden,DEM,1227
Kentucky,Jorgensen,LIB,60
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,2246
Kentucky,Biden,DEM,712
Kentucky,Jorgensen,LIB,18
Kentucky,Kanye West,IND,9
Kentucky,Trump,REP,5100
Kentucky,Biden,DEM,1355
Kentucky,Jorgensen,LIB,64
Kentucky,Kanye West,IND,16
Kentucky,Biden,DEM,90566
Kentucky,Trump,REP,58845
Kentucky,Jorgensen,LIB,2382
Kentucky,Kanye West,IND,562
Kentucky,Trump,REP,5534
Kentucky,Biden,DEM,1474
Kentucky,Jorgensen,LIB,37
Kentucky,Kanye West,IND,16
Kentucky,Trump,REP,12211
Kentucky,Biden,DEM,3855
Kentucky,Kanye West,IND,148
Kentucky,Jorgensen,LIB,108
Kentucky,Trump,REP,12900
Kentucky,Biden,DEM,12650
Kentucky,Jorgensen,LIB,365
Kentucky,Kanye West,IND,89
Kentucky,Trump,REP,1605
Kentucky,Biden,DEM,791
Kentucky,Jorgensen,LIB,18
Kentucky,Kanye West,IND,2
Kentucky,Trump,REP,2955
Kentucky,Biden,DEM,822
Kentucky,Jorgensen,LIB,58
Kentucky,Kanye West,IND,3
Kentucky,Trump,REP,6754
Kentucky,Biden,DEM,1830
Kentucky,Jorgensen,LIB,86
Kentucky,Kanye West,IND,25
Kentucky,Trump,REP,8725
Kentucky,Biden,DEM,2205
Kentucky,Jorgensen,LIB,139
Kentucky,Kanye West,IND,20
Kentucky,Trump,REP,13206
Kentucky,Biden,DEM,3559
Kentucky,Jorgensen,LIB,187
Kentucky,Kanye West,IND,36
Kentucky,Trump,REP,9453
Kentucky,Biden,DEM,2400
Kentucky,Jorgensen,LIB,85
Kentucky,Kanye West,IND,33
Kentucky,Trump,REP,4838
Kentucky,Biden,DEM,920
Kentucky,Jorgensen,LIB,29
Kentucky,Kanye West,IND,18
Kentucky,Trump,REP,13064
Kentucky,Biden,DEM,4873
Kentucky,Jorgensen,LIB,178
Kentucky,Kanye West,IND,28
Kentucky,Trump,REP,3145
Kentucky,Biden,DEM,1351
Kentucky,Jorgensen,LIB,67
Kentucky,Kanye West,IND,14
Kentucky,Trump,REP,29832
Kentucky,Biden,DEM,18101
Kentucky,Jorgensen,LIB,753
Kentucky,Kanye West,IND,151
Kentucky,Trump,REP,9367
Kentucky,Biden,DEM,1494
Kentucky,Jorgensen,LIB,81
Kentucky,Kanye West,IND,16
Kentucky,Trump,REP,6334
Kentucky,Biden,DEM,2400
Kentucky,Jorgensen,LIB,85
Kentucky,Kanye West,IND,14
Kentucky,Trump,REP,6345
Kentucky,Biden,DEM,1908
Kentucky,Jorgensen,LIB,76
Kentucky,Kanye West,IND,22
Kentucky,Trump,REP,12730
Kentucky,Biden,DEM,7639
Kentucky,Jorgensen,LIB,244
Kentucky,Kanye West,IND,50
Kentucky,Trump,REP,5843
Kentucky,Biden,DEM,2142
Kentucky,Jorgensen,LIB,86
Kentucky,Kanye West,IND,19
Kentucky,Trump,REP,1714
Kentucky,Biden,DEM,458
Kentucky,Jorgensen,LIB,21
Kentucky,Kanye West,IND,2
Kentucky,Trump,REP,15757
Kentucky,Biden,DEM,5439
Kentucky,Jorgensen,LIB,226
Kentucky,Kanye West,IND,63
Kentucky,Trump,REP,5450
Kentucky,Biden,DEM,605
Kentucky,Jorgensen,LIB,33
Kentucky,Kanye West,IND,15
Kentucky,Biden,DEM,228288
Kentucky,Trump,REP,150619
Kentucky,Jorgensen,LIB,4779
Kentucky,Kanye West,IND,1658
Kentucky,Trump,REP,17096
Kentucky,Biden,DEM,8567
Kentucky,Jorgensen,LIB,447
Kentucky,Kanye West,IND,92
Kentucky,Trump,REP,8446
Kentucky,Biden,DEM,1607
Kentucky,Jorgensen,LIB,77
Kentucky,Kanye West,IND,31
Kentucky,Trump,REP,48123
Kentucky,Biden,DEM,32265
Kentucky,Jorgensen,LIB,1360
Kentucky,Kanye West,IND,225
Kentucky,Trump,REP,4779
Kentucky,Biden,DEM,1412
Kentucky,Jorgensen,LIB,28
Kentucky,Kanye West,IND,15
Kentucky,Trump,REP,11010
Kentucky,Biden,DEM,2111
Kentucky,Jorgensen,LIB,107
Kentucky,Kanye West,IND,32
Kentucky,Trump,REP,5685
Kentucky,Biden,DEM,1504
Kentucky,Jorgensen,LIB,86
Kentucky,Kanye West,IND,19
Kentucky,Trump,REP,23234
Kentucky,Biden,DEM,4474
Kentucky,Jorgensen,LIB,282
Kentucky,Kanye West,IND,55
Kentucky,Trump,REP,5633
Kentucky,Biden,DEM,1238
Kentucky,Jorgensen,LIB,50
Kentucky,Kanye West,IND,20
Kentucky,Trump,REP,2159
Kentucky,Biden,DEM,459
Kentucky,Jorgensen,LIB,25
Kentucky,Kanye West,IND,5
Kentucky,Trump,REP,4318
Kentucky,Biden,DEM,446
Kentucky,Jorgensen,LIB,23
Kentucky,Kanye West,IND,12
Kentucky,Trump,REP,7226
Kentucky,Biden,DEM,1799
Kentucky,Jorgensen,LIB,69
Kentucky,Kanye West,IND,28
Kentucky,Trump,REP,4986
Kentucky,Biden,DEM,823
Kentucky,Jorgensen,LIB,61
Kentucky,Kanye West,IND,6
Kentucky,Trump,REP,8489
Kentucky,Biden,DEM,2254
Kentucky,Jorgensen,LIB,129
Kentucky,Kanye West,IND,23
Kentucky,Trump,REP,4010
Kentucky,Biden,DEM,939
Kentucky,Jorgensen,LIB,44
Kentucky,Kanye West,IND,6
Kentucky,Trump,REP,9067
Kentucky,Biden,DEM,3094
Kentucky,Jorgensen,LIB,145
Kentucky,Kanye West,IND,22
Kentucky,Trump,REP,3100
Kentucky,Biden,DEM,1092
Kentucky,Jorgensen,LIB,25
Kentucky,Kanye West,IND,7
Kentucky,Trump,REP,21820
Kentucky,Biden,DEM,11190
Kentucky,Jorgensen,LIB,376
Kentucky,Kanye West,IND,92
Kentucky,Trump,REP,5664
Kentucky,Biden,DEM,725
Kentucky,Jorgensen,LIB,34
Kentucky,Kanye West,IND,8
Kentucky,Trump,REP,3633
Kentucky,Biden,DEM,1074
Kentucky,Jorgensen,LIB,56
Kentucky,Kanye West,IND,11
Kentucky,Trump,REP,27353
Kentucky,Biden,DEM,15580
Kentucky,Jorgensen,LIB,726
Kentucky,Kanye West,IND,140
Kentucky,Trump,REP,4174
Kentucky,Biden,DEM,1213
Kentucky,Jorgensen,LIB,40
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,6113
Kentucky,Biden,DEM,2722
Kentucky,Jorgensen,LIB,55
Kentucky,Kanye West,IND,24
Kentucky,Trump,REP,13297
Kentucky,Biden,DEM,4071
Kentucky,Jorgensen,LIB,165
Kentucky,Kanye West,IND,44
Kentucky,Trump,REP,3496
Kentucky,Biden,DEM,403
Kentucky,Jorgensen,LIB,17
Kentucky,Kanye West,IND,8
Kentucky,Trump,REP,8908
Kentucky,Biden,DEM,3317
Kentucky,Jorgensen,LIB,128
Kentucky,Kanye West,IND,26
Kentucky,Trump,REP,10184
Kentucky,Biden,DEM,3632
Kentucky,Jorgensen,LIB,235
Kentucky,Kanye West,IND,33
Kentucky,Trump,REP,2311
Kentucky,Biden,DEM,750
Kentucky,Jorgensen,LIB,24
Kentucky,Kanye West,IND,12
Kentucky,Trump,REP,8506
Kentucky,Biden,DEM,3033
Kentucky,Jorgensen,LIB,140
Kentucky,Kanye West,IND,40
Kentucky,Trump,REP,3957
Kentucky,Biden,DEM,973
Kentucky,Jorgensen,LIB,56
Kentucky,Kanye West,IND,12
Kentucky,Trump,REP,4628
Kentucky,Biden,DEM,657
Kentucky,Jorgensen,LIB,30
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,8993
Kentucky,Biden,DEM,3630
Kentucky,Jorgensen,LIB,154
Kentucky,Kanye West,IND,41
Kentucky,Trump,REP,4297
Kentucky,Biden,DEM,1172
Kentucky,Jorgensen,LIB,27
Kentucky,Kanye West,IND,21
Kentucky,Trump,REP,10496
Kentucky,Biden,DEM,3544
Kentucky,Jorgensen,LIB,138
Kentucky,Kanye West,IND,34
Kentucky,Trump,REP,15703
Kentucky,Biden,DEM,7188
Kentucky,Jorgensen,LIB,268
Kentucky,Kanye West,IND,45
Kentucky,Trump,REP,2407
Kentucky,Biden,DEM,954
Kentucky,Jorgensen,LIB,27
Kentucky,Kanye West,IND,3
Kentucky,Trump,REP,8582
Kentucky,Biden,DEM,2404
Kentucky,Jorgensen,LIB,99
Kentucky,Kanye West,IND,29
Kentucky,Trump,REP,22651
Kentucky,Biden,DEM,14504
Kentucky,Jorgensen,LIB,601
Kentucky,Kanye West,IND,113
Kentucky,Trump,REP,4292
Kentucky,Biden,DEM,1098
Kentucky,Jorgensen,LIB,46
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,1670
Kentucky,Biden,DEM,216
Kentucky,Jorgensen,LIB,6
Kentucky,Kanye West,IND,3
Kentucky,Trump,REP,5515
Kentucky,Biden,DEM,1322
Kentucky,Jorgensen,LIB,56
Kentucky,Kanye West,IND,18
Kentucky,Trump,REP,8118
Kentucky,Biden,DEM,2350
Kentucky,Jorgensen,LIB,98
Kentucky,Kanye West,IND,28
Kentucky,Trump,REP,20279
Kentucky,Biden,DEM,4862
Kentucky,Jorgensen,LIB,154
Kentucky,Kanye West,IND,47
Kentucky,Trump,REP,3966
Kentucky,Biden,DEM,1281
Kentucky,Jorgensen,LIB,63
Kentucky,Kanye West,IND,17
Kentucky,Trump,REP,25441
Kentucky,Biden,DEM,5664
Kentucky,Jorgensen,LIB,323
Kentucky,Kanye West,IND,78
Kentucky,Trump,REP,884
Kentucky,Biden,DEM,253
Kentucky,Jorgensen,LIB,6
Kentucky,Kanye West,IND,2
Kentucky,Trump,REP,6577
Kentucky,Biden,DEM,1134
Kentucky,Jorgensen,LIB,56
Kentucky,Kanye West,IND,13
Kentucky,Trump,REP,5994
Kentucky,Biden,DEM,3880
Kentucky,Jorgensen,LIB,137
Kentucky,Kanye West,IND,31
Kentucky,Trump,REP,7506
Kentucky,Biden,DEM,1329
Kentucky,Jorgensen,LIB,84
Kentucky,Kanye West,IND,11
Kentucky,Trump,REP,17764
Kentucky,Biden,DEM,10564
Kentucky,Jorgensen,LIB,480
Kentucky,Kanye West,IND,90
Kentucky,Trump,REP,15054
Kentucky,Biden,DEM,8076
Kentucky,Jorgensen,LIB,301
Kentucky,Kanye West,IND,73
Kentucky,Trump,REP,5888
Kentucky,Biden,DEM,2681
Kentucky,Jorgensen,LIB,128
Kentucky,Kanye West,IND,17
Kentucky,Trump,REP,8737
Kentucky,Biden,DEM,2530
Kentucky,Jorgensen,LIB,124
Kentucky,Kanye West,IND,21
Kentucky,Trump,REP,9376
Kentucky,Biden,DEM,2961
Kentucky,Jorgensen,LIB,119
Kentucky,Kanye West,IND,35
Kentucky,Trump,REP,4060
Kentucky,Biden,DEM,1202
Kentucky,Jorgensen,LIB,58
Kentucky,Kanye West,IND,19
Kentucky,Trump,REP,5487
Kentucky,Biden,DEM,1791
Kentucky,Jorgensen,LIB,75
Kentucky,Kanye West,IND,8
Kentucky,Trump,REP,3227
Kentucky,Biden,DEM,1012
Kentucky,Jorgensen,LIB,60
Kentucky,Kanye West,IND,10
Kentucky,Trump,REP,4965
Kentucky,Biden,DEM,1529
Kentucky,Jorgensen,LIB,67
Kentucky,Kanye West,IND,9
Kentucky,Trump,REP,31790
Kentucky,Biden,DEM,22477
Kentucky,Jorgensen,LIB,823
Kentucky,Kanye West,IND,184
Kentucky,Trump,REP,4482
Kentucky,Biden,DEM,1644
Kentucky,Jorgensen,LIB,72
Kentucky,Kanye West,IND,11
Kentucky,Trump,REP,7430
Kentucky,Biden,DEM,1700
Kentucky,Jorgensen,LIB,69
Kentucky,Kanye West,IND,29
Kentucky,Trump,REP,4506
Kentucky,Biden,DEM,1412
Kentucky,Jorgensen,LIB,54
Kentucky,Kanye West,IND,16
Kentucky,Trump,REP,12567
Kentucky,Biden,DEM,2552
Kentucky,Jorgensen,LIB,177
Kentucky,Kanye West,IND,34
Kentucky,Trump,REP,2097
Kentucky,Biden,DEM,837
Kentucky,Jorgensen,LIB,21
Kentucky,Kanye West,IND,9
Kentucky,Trump,REP,8362
Kentucky,Biden,DEM,6530
Kentucky,Jorgensen,LIB,237
Kentucky,Kanye West,IND,50
Louisiana,Trump,REP,22596
Louisiana,Biden,DEM,5443
Louisiana,Jorgensen,LIB,241
Louisiana,Kanye West,IND,45
Louisiana,Blankenship,CST,16
Louisiana,Riva,PSL,4
Louisiana,Trump,REP,7574
Louisiana,Biden,DEM,2108
Louisiana,Jorgensen,LIB,73
Louisiana,Kanye West,IND,15
Louisiana,Blankenship,CST,6
Louisiana,Riva,PSL,1
Louisiana,Trump,REP,40687
Louisiana,Biden,DEM,20399
Louisiana,Jorgensen,LIB,816
Louisiana,Kanye West,IND,134
Louisiana,Riva,PSL,26
Louisiana,Blankenship,CST,20
Louisiana,Trump,REP,7271
Louisiana,Biden,DEM,3833
Louisiana,Jorgensen,LIB,68
Louisiana,Kanye West,IND,16
Louisiana,Blankenship,CST,8
Louisiana,Riva,PSL,2
Louisiana,Trump,REP,12028
Louisiana,Biden,DEM,4979
Louisiana,Jorgensen,LIB,161
Louisiana,Kanye West,IND,41
Louisiana,Blankenship,CST,8
Louisiana,Riva,PSL,5
Louisiana,Trump,REP,13575
Louisiana,Biden,DEM,2542
Louisiana,Jorgensen,LIB,172
Louisiana,Kanye West,IND,13
Louisiana,Blankenship,CST,6
Louisiana,Riva,PSL,3
Louisiana,Trump,REP,3891
Louisiana,Biden,DEM,3066
Louisiana,Jorgensen,LIB,49
Louisiana,Kanye West,IND,12
Louisiana,Blankenship,CST,4
Louisiana,Riva,PSL,1
Louisiana,Trump,REP,38065
Louisiana,Biden,DEM,15658
Louisiana,Jorgensen,LIB,632
Louisiana,Kanye West,IND,82
Louisiana,Blankenship,CST,31
Louisiana,Riva,PSL,19
Louisiana,Biden,DEM,54993
Louisiana,Trump,REP,47927
Louisiana,Jorgensen,LIB,1019
Louisiana,Kanye West,IND,290
Louisiana,Blankenship,CST,38
Louisiana,Riva,PSL,37
Louisiana,Trump,REP,55066
Louisiana,Biden,DEM,25982
Louisiana,Jorgensen,LIB,1083
Louisiana,Kanye West,IND,164
Louisiana,Blankenship,CST,36
Louisiana,Riva,PSL,26
Louisiana,Trump,REP,3976
Louisiana,Biden,DEM,745
Louisiana,Jorgensen,LIB,21
Louisiana,Kanye West,IND,3
Louisiana,Blankenship,CST,2
Louisiana,Riva,PSL,1
Louisiana,Trump,REP,3671
Louisiana,Biden,DEM,324
Louisiana,Jorgensen,LIB,23
Louisiana,Kanye West,IND,5
Louisiana,Riva,PSL,1
Louisiana,Blankenship,CST,0
Louisiana,Trump,REP,3541
Louisiana,Biden,DEM,1269
Louisiana,Jorgensen,LIB,26
Louisiana,Kanye West,IND,5
Louisiana,Blankenship,CST,1
Louisiana,Riva,PSL,0
Louisiana,Trump,REP,3770
Louisiana,Biden,DEM,2731
Louisiana,Jorgensen,LIB,29
Louisiana,Kanye West,IND,12
Louisiana,Blankenship,CST,4
Louisiana,Riva,PSL,4
Louisiana,Trump,REP,5550
Louisiana,Biden,DEM,3177
Louisiana,Jorgensen,LIB,64
Louisiana,Blankenship,CST,5
Louisiana,Kanye West,IND,5
Louisiana,Riva,PSL,0
Louisiana,Trump,REP,9112
Louisiana,Biden,DEM,5457
Louisiana,Jorgensen,LIB,79
Louisiana,Kanye West,IND,21
Louisiana,Blankenship,CST,3
Louisiana,Riva,PSL,3
Louisiana,Biden,DEM,115533
